DYNA>     6360      6.36000  -7913.49615   3501.32652 -11414.82267    301.88429
DYNA>     6400      6.40000  -7913.80771   3494.36129 -11408.16900    301.28375
DYNA>     6400      6.40000  -7838.18897   3569.98003 -11408.16900    307.80359
DYNA>     6440      6.44000  -7837.34966   3562.03850 -11399.38816    307.11887
DYNA>     6480      6.48000  -7836.45707   3441.90202 -11278.35909    296.76071
DYNA>     6520      6.52000  -7836.93852   3513.84364 -11350.78217    302.96352
DYNA>     6560      6.56000  -7836.74645   3460.68470 -11297.43114    298.38015
DYNA>     6600      6.60000  -7836.49102   3490.21877 -11326.70979    300.92658
DYNA>     6600      6.60000  -7817.55356   3509.15623 -11326.70979    302.55937
DYNA>     6640      6.64000  -7819.05992   3488.15789 -11307.21781    300.74889
DYNA>     6680      6.68000  -7819.07627   3531.33717 -11350.41344    304.47181
DYNA>     6720      6.72000  -7820.00434   3547.96697 -11367.97130    305.90563
DYNA>     6760      6.76000  -7818.67824   3547.62793 -11366.30617    305.87640
DYNA>     6800      6.80000  -7818.45138   3500.96462 -11319.41601    301.85309
DYNA>     6800      6.80000  -7845.96457   3473.45144 -11319.41601    299.48090
DYNA>     6840      6.84000  -7848.09747   3537.94411 -11386.04158    305.04146
DYNA>     6880      6.88000  -7845.01034   3508.02160 -11353.03194    302.46154
DYNA>     6920      6.92000  -7845.34711   3534.99548 -11380.34259    304.78723
DYNA>     6960      6.96000  -7846.32061   3523.78693 -11370.10754    303.82082
DYNA>     7000      7.00000  -7846.56874   3535.29030 -11381.85905    304.81265
DYNA>     7000      7.00000  -7849.35177   3532.50728 -11381.85905    304.57269
DYNA>     7040      7.04000  -7851.49749   3544.93471 -11396.43220    305.64419
DYNA>     7080      7.08000  -7851.34155   3547.40987 -11398.75142    305.85759
DYNA>     7120      7.12000  -7850.02265   3547.05191 -11397.07456    305.82673
DYNA>     7160      7.16000  -7852.18757   3587.43951 -11439.62708    309.30895
DYNA>     7200      7.20000  -7850.87893   3502.22074 -11353.09967    301.96139
DYNA>     7200      7.20000  -7894.88495   3458.21472 -11353.09967    298.16719
DYNA>     7240      7.24000  -7895.56353   3514.21548 -11409.77900    302.99557
DYNA>     7280      7.28000  -7895.42202   3532.34804 -11427.77006    304.55896
DYNA>     7320      7.32000  -7895.93366   3492.69133 -11388.62499    301.13976
DYNA>     7360      7.36000  -7896.87444   3546.25416 -11443.12860    305.75795
DYNA>     7400      7.40000  -7895.58509   3507.21659 -11402.80168    302.39213
DYNA>     7400      7.40000  -7866.10563   3536.69605 -11402.80168    304.93385
DYNA>     7440      7.44000  -7866.07749   3497.67997 -11363.75746    301.56988
DYNA>     7480      7.48000  -7865.98859   3499.62709 -11365.61568    301.73776
DYNA>     7520      7.52000  -7866.30597   3482.22369 -11348.52966    300.23724
DYNA>     7560      7.56000  -7866.97173   3509.74700 -11376.71873    302.61030
DYNA>     7600      7.60000  -7868.06543   3544.24650 -11412.31192    305.58485
DYNA>     7600      7.60000  -7833.69538   3578.61654 -11412.31192    308.54823
DYNA>     7640      7.64000  -7833.16368   3582.30795 -11415.47164    308.86651
DYNA>     7680      7.68000  -7831.16806   3478.14418 -11309.31223    299.88551
DYNA>     7720      7.72000  -7831.67091   3545.45867 -11377.12958    305.68936
DYNA>     7760      7.76000  -7832.97678   3542.02624 -11375.00302    305.39342
DYNA>     7800      7.80000  -7832.98771   3591.93779 -11424.92550    309.69679
DYNA>     7800      7.80000  -7866.78989   3558.13561 -11424.92550    306.78237
DYNA>     7840      7.84000  -7867.76780   3561.41252 -11429.18032    307.06490
DYNA>     7880      7.88000  -7867.05014   3518.56574 -11385.61587    303.37065
DYNA>     7920      7.92000  -7867.71276   3501.45679 -11369.16955    301.89552
DYNA>     7960      7.96000  -7868.09628   3478.65688 -11346.75316    299.92971
DYNA>     8000      8.00000  -7867.67889   3535.22061 -11402.89950    304.80664
DYNA>     8000      8.00000  -7859.00015   3543.89935 -11402.89950    305.55492
DYNA>     8040      8.04000  -7858.68710   3525.40386 -11384.09096    303.96024
DYNA>     8080      8.08000  -7857.40464   3531.13386 -11388.53850    304.45428
DYNA>     8120      8.12000  -7856.63030   3465.27132 -11321.90162    298.77561
DYNA>     8160      8.16000  -7860.10595   3514.06410 -11374.17005    302.98252
DYNA>     8200      8.20000  -7861.09388   3620.74021 -11481.83410    312.18014
DYNA>     8200      8.20000  -7875.45963   3606.37447 -11481.83410    310.94152
DYNA>     8240      8.24000  -7873.24298   3511.28635 -11384.52933    302.74303
DYNA>     8280      8.28000  -7873.22680   3511.67195 -11384.89875    302.77627
DYNA>     8320      8.32000  -7875.20935   3533.13492 -11408.34428    304.62681
DYNA>     8360      8.36000  -7875.39325   3482.07779 -11357.47104    300.22466
DYNA>     8400      8.40000  -7874.70917   3532.48137 -11407.19054    304.57046
DYNA>     8400      8.40000  -7869.63655   3537.55399 -11407.19054    305.00782
DYNA>     8440      8.44000  -7870.37771   3518.57177 -11388.94948    303.37117
DYNA>     8480      8.48000  -7870.90362   3616.18865 -11487.09228    311.78770
DYNA>     8520      8.52000  -7869.71881   3534.73028 -11404.44910    304.76436
DYNA>     8560      8.56000  -7871.04722   3525.49685 -11396.54408    303.96825
DYNA>     8600      8.60000  -7872.51015   3535.78275 -11408.29291    304.85510
DYNA>     8600      8.60000  -7911.74180   3496.55111 -11408.29291    301.47255
DYNA>     8640      8.64000  -7910.91659   3520.69953 -11431.61613    303.55463
DYNA>     8680      8.68000  -7911.31946   3520.11436 -11431.43382    303.50418
DYNA>     8720      8.72000  -7911.93432   3607.16522 -11519.09954    311.00970
DYNA>     8760      8.76000  -7912.07883   3562.60710 -11474.68593    307.16790
DYNA>     8800      8.80000  -7911.15514   3445.41125 -11356.56639    297.06328
DYNA>     8800      8.80000  -7906.18001   3450.38638 -11356.56639    297.49223
DYNA>     8840      8.84000  -7907.25663   3508.54518 -11415.80180    302.50668
DYNA>     8880      8.88000  -7904.96917   3516.26608 -11421.23525    303.17238
DYNA>     8920      8.92000  -7904.46273   3497.11008 -11401.57282    301.52075
DYNA>     8960      8.96000  -7906.69534   3519.04369 -11425.73904    303.41186
DYNA>     9000      9.00000  -7907.77808   3548.18939 -11455.96748    305.92481
DYNA>     9000      9.00000  -7928.73681   3527.23067 -11455.96748    304.11774
DYNA>     9040      9.04000  -7928.16250   3507.57527 -11435.73777    302.42306
DYNA>     9080      9.08000  -7926.44718   3462.23370 -11388.68088    298.51371
DYNA>     9120      9.12000  -7928.60255   3520.73117 -11449.33372    303.55736
DYNA>     9160      9.16000  -7928.94277   3518.42225 -11447.36501    303.35828
DYNA>     9200      9.20000  -7928.38479   3524.35630 -11452.74109    303.86992
DYNA>     9200      9.20000  -7886.32541   3566.41568 -11452.74109    307.49628
DYNA>     9240      9.24000  -7886.09328   3555.54650 -11441.63978    306.55913
DYNA>     9280      9.28000  -7886.18202   3559.42591 -11445.60793    306.89362
DYNA>     9320      9.32000  -7886.16827   3546.14428 -11432.31255    305.74848
DYNA>     9360      9.36000  -7886.74673   3531.87768 -11418.62441    304.51841
DYNA>     9400      9.40000  -7885.99612   3579.45883 -11465.45495    308.62086
DYNA>     9400      9.40000  -7938.09228   3527.36268 -11465.45495    304.12913
DYNA>     9440      9.44000  -7940.83713   3535.57292 -11476.41005    304.83701
DYNA>     9480      9.48000  -7941.84605   3549.11638 -11490.96243    306.00473
DYNA>     9520      9.52000  -7941.10493   3549.15818 -11490.26310    306.00833
DYNA>     9560      9.56000  -7938.91130   3518.63845 -11457.54975    303.37692
DYNA>     9600      9.60000  -7940.07465   3430.07133 -11370.14598    295.74067
DYNA>     9600      9.60000  -7943.54603   3426.59995 -11370.14598    295.44137
DYNA>     9640      9.64000  -7946.48378   3520.70317 -11467.18695    303.55494
DYNA>     9680      9.68000  -7945.47965   3529.76142 -11475.24107    304.33595
DYNA>     9720      9.72000  -7944.88433   3510.60755 -11455.49188    302.68450
DYNA>     9760      9.76000  -7945.57613   3510.67115 -11456.24729    302.68998
DYNA>     9800      9.80000  -7946.47171   3529.53856 -11476.01027    304.31673
DYNA>     9800      9.80000  -7877.50977   3598.50050 -11476.01027    310.26263
DYNA>     9840      9.84000  -7877.89497   3568.30989 -11446.20486    307.65959
DYNA>     9880      9.88000  -7876.42680   3571.44958 -11447.87638    307.93030
DYNA>     9920      9.92000  -7876.31076   3579.62397 -11455.93473    308.63509
DYNA>     9960      9.96000  -7873.04005   3473.62777 -11346.66781    299.49610
DYNA>    10000     10.00000  -7875.61977   3519.55246 -11395.17223    303.45573
DYNA>    10000     10.00000  -7895.89233   3499.27990 -11395.17223    301.70783
DYNA>    10040     10.04000  -7898.24739   3588.73973 -11486.98711    309.42105
DYNA>    10080     10.08000  -7895.65156   3443.80844 -11339.46000    296.92508
DYNA>    10120     10.12000  -7894.11068   3503.99438 -11398.10506    302.11431
DYNA>    10160     10.16000  -7895.28211   3540.77855 -11436.06066    305.28584
DYNA>    10200     10.20000  -7895.54033   3507.87109 -11403.41143    302.44856
DYNA>    10200     10.20000  -7851.81235   3551.59908 -11403.41143    306.21879
DYNA>    10240     10.24000  -7852.44384   3562.44071 -11414.88455    307.15355
DYNA>    10280     10.28000  -7854.02681   3545.19276 -11399.21957    305.66644
DYNA>    10320     10.32000  -7853.14678   3578.75572 -11431.90250    308.56023
DYNA>    10360     10.36000  -7851.17947   3492.91901 -11344.09848    301.15939
DYNA>    10400     10.40000  -7854.26079   3502.35843 -11356.61921    301.97326
DYNA>    10400     10.40000  -7884.40904   3472.21018 -11356.61921    299.37388
DYNA>    10440     10.44000  -7886.90326   3554.87596 -11441.77921    306.50132
DYNA>    10480     10.48000  -7884.43090   3555.72139 -11440.15229    306.57421
DYNA>    10520     10.52000  -7883.64266   3537.34778 -11420.99044    304.99004
DYNA>    10560     10.56000  -7882.58447   3526.50666 -11409.09114    304.05532
DYNA>    10600     10.60000  -7883.74859   3473.33451 -11357.08310    299.47082
DYNA>    10600     10.60000  -7876.36668   3480.71642 -11357.08310    300.10729
DYNA>    10640     10.64000  -7878.39663   3563.93786 -11442.33450    307.28264
DYNA>    10680     10.68000  -7876.07479   3516.91976 -11392.99455    303.22874
DYNA>    10720     10.72000  -7876.26649   3548.93638 -11425.20287    305.98921
DYNA>    10760     10.76000  -7876.60547   3592.17156 -11468.77703    309.71695
DYNA>    10800     10.80000  -7877.21243   3564.62541 -11441.83784    307.34192
DYNA>    10800     10.80000  -7886.87547   3554.96237 -11441.83784    306.50877
DYNA>    10840     10.84000  -7887.80175   3522.13053 -11409.93228    303.67801
DYNA>    10880     10.88000  -7886.29231   3482.75828 -11369.05059    300.28334
DYNA>    10920     10.92000  -7887.29828   3556.88851 -11444.18679    306.67484
DYNA>    10960     10.96000  -7889.12841   3610.53333 -11499.66174    311.30010
DYNA>    11000     11.00000  -7888.96197   3550.90223 -11439.86420    306.15871
DYNA>    11000     11.00000  -7900.11525   3539.74895 -11439.86420    305.19707
DYNA>    11040     11.04000  -7900.24472   3538.34193 -11438.58665    305.07576
DYNA>    11080     11.08000  -7899.26194   3515.10484 -11414.36678    303.07226
DYNA>    11120     11.12000  -7899.23283   3559.48745 -11458.72028    306.89892
DYNA>    11160     11.16000  -7898.81753   3495.62899 -11394.44652    301.39305
DYNA>    11200     11.20000  -7902.07525   3568.96001 -11471.03526    307.71565
DYNA>    11200     11.20000  -7913.87822   3557.15704 -11471.03526    306.69800
DYNA>    11240     11.24000  -7915.22036   3571.62598 -11486.84634    307.94551
DYNA>    11280     11.28000  -7913.00879   3570.31661 -11483.32539    307.83261
DYNA>    11320     11.32000  -7912.57826   3489.28947 -11401.86773    300.84645
DYNA>    11360     11.36000  -7913.92368   3512.37604 -11426.29972    302.83698
DYNA>    11400     11.40000  -7915.53058   3514.26342 -11429.79401    302.99971
DYNA>    11400     11.40000  -7926.77839   3503.01561 -11429.79401    302.02992
DYNA>    11440     11.44000  -7926.18747   3516.55911 -11442.74658    303.19764
DYNA>    11480     11.48000  -7925.07862   3479.13017 -11404.20880    299.97052
DYNA>    11520     11.52000  -7925.94011   3515.97363 -11441.91374    303.14716
DYNA>    11560     11.56000  -7924.91671   3476.85613 -11401.77283    299.77445
DYNA>    11600     11.60000  -7926.33696   3515.26049 -11441.59745    303.08568
