       0.100000       1.988614      99.037374      94.287114
       0.200000       2.062074     108.508877     104.533487
       0.300000       2.013477     114.309736      90.479689
       0.400000       2.005835     104.062789     105.441641
       0.500000       2.048951     103.641299      91.387310
       0.600000       2.005753     101.373020      96.507960
       0.700000       1.965282      97.858437      93.988109
       0.800000       2.104841     102.110153      83.024107
       0.900000       2.012998     104.603337      89.038514
       1.000000       1.986418     106.187434      77.015819
       1.100000       2.082643     105.966547      87.539714
       1.200000       1.987482     104.332476     100.819888
       1.300000       2.025365      99.525565     104.956358
       1.400000       2.044311      99.928441     101.132201
       1.500000       2.023549     102.469132      81.829136
       1.600000       1.963642     105.589797      85.832650
       1.700000       2.091495     100.554420      84.621113
       1.800000       1.965717     104.777173      97.015258
       1.900000       2.072671     106.052591      79.143570
       2.000000       1.982394      94.753888      87.211364
       2.100000       2.020889      98.863494      82.520390
       2.200000       2.079934      99.249466     100.922017
       2.300000       2.008136     105.488630     102.266976
       2.400000       2.065470     111.501709     108.405095
       2.500000       1.972341     111.973122     120.144258
       2.600000       2.139686     101.429551     106.366472
       2.700000       1.925617     104.678725      78.285242
       2.800000       1.982556      98.619184      92.170731
       2.900000       2.046457      93.665493      81.122545
       3.000000       1.965445     107.485894      88.746726
       3.100000       2.057680     100.923982      91.411687
       3.200000       2.018979     110.035074      93.093224
       3.300000       1.997453     100.384928     110.268561
       3.400000       2.021460     101.387023     118.354579
       3.500000       2.028501     106.318733     107.887851
       3.600000       2.079826     105.376268     101.475014
       3.700000       2.029260     104.476807     103.352089
       3.800000       1.997240     104.048272      78.606715
       3.900000       2.038233     102.193929      88.543103
       4.000000       1.974822     105.969451     102.987688
       4.100000       2.093470     110.316839      83.335703
       4.200000       1.989875     106.839771      84.821255
       4.300000       1.951870     108.391432      95.743732
       4.400000       2.094937     101.532521      99.723738
       4.500000       2.032834     101.642823      94.589228
       4.600000       1.968106     100.790684      90.661516
       4.700000       2.103760     105.777618      91.227621
       4.800000       2.022909     106.844361     105.659604
       4.900000       2.038358      98.661387      95.828552
       5.000000       1.968439     101.931004      97.123298
       5.100000       2.080588     106.886575      84.485239
       5.200000       2.004154     102.953325     108.088452
       5.300000       2.072245     103.828106     117.755804
       5.400000       2.024797     104.470359      93.949076
       5.500000       2.026333     103.627145      98.484371
       5.600000       2.049833     103.853683      97.167781
       5.700000       1.954709     105.297502      97.443982
       5.800000       2.099102     101.388871      94.340544
       5.900000       2.049240      98.952234      93.885409
       6.000000       1.987833     103.736324      96.872452
       6.100000       2.037067     102.467572      98.740038
       6.200000       2.007990     103.620986      86.754559
       6.300000       1.988270     102.794117     102.084358
       6.400000       2.032357     101.816599     106.279838
       6.500000       2.041834     102.838125     102.977521
       6.600000       2.015434     103.465140      98.693658
       6.700000       2.039647     104.785094      88.835691
       6.800000       2.009344     103.317218     101.877250
       6.900000       2.064203     105.575831     100.165303
       7.000000       2.075387     104.951329      89.340496
       7.100000       1.962647     105.566460      96.911062
       7.200000       2.152209     106.028895      92.812812
       7.300000       1.951015     107.288354     102.940590
       7.400000       2.039682     101.702760     101.344099
       7.500000       2.039240      96.858938     121.685328
       7.600000       1.977229     104.432055      96.096389
       7.700000       2.043744     104.100236      87.160096
       7.800000       2.044259     101.592772     100.925349
       7.900000       1.965823     110.656561      83.076321
       8.000000       2.042353     105.454299      82.844525
       8.100000       1.961710      99.202506      82.153894
       8.200000       2.078515      97.785669      94.763489
       8.300000       2.062003     102.811552      86.373287
       8.400000       1.986029     102.796233     107.380418
       8.500000       2.066386     103.048135      94.467881
       8.600000       2.023191     102.264456      97.219385
       8.700000       2.042068     103.769598      83.050727
       8.800000       1.960924     114.230145      84.663787
       8.900000       2.100436     106.101926      83.446532
       9.000000       1.948599     102.274278     109.384363
       9.100000       2.086985      99.162184      90.386626
       9.200000       1.991732     100.010614      82.451352
       9.300000       2.027803     102.472066      91.674339
       9.400000       2.028364     102.011726      83.893098
       9.500000       2.032354     103.140781      89.937217
       9.600000       1.989804     105.214872      95.418180
       9.700000       1.999490     103.100156     102.415422
       9.800000       2.164896     103.327713      87.816454
       9.900000       1.894476     108.344024     100.082259
      10.000000       2.102204     101.471170     103.563929
      10.100000       2.010929     109.899878      85.401246
      10.200000       1.976593     103.365960      91.000479
      10.300000       2.020409      96.810137      99.641800
      10.400000       2.042694     100.003238      95.871025
      10.500000       1.967917     100.850813     106.753922
      10.600000       2.095595     106.391590      68.686577
      10.700000       1.988231     102.546005      89.425546
      10.800000       2.005084     103.582549      88.587348
      10.900000       2.036811     105.391673      93.560078
      11.000000       1.982186     100.414433      95.894746
      11.100000       2.017601     104.042131     108.029672
      11.200000       2.043860     101.224442      92.705014
      11.300000       1.996506      99.729281      94.540307
      11.400000       2.024692     102.442400      90.848596
