DYNA>    12160     12.16000 -10966.72774   3766.97504 -14733.70278    290.38420
DYNA>    12240     12.24000 -10966.36450   3739.33522 -14705.69971    288.25354
DYNA>    12320     12.32000 -10966.24060   3726.70796 -14692.94857    287.28014
DYNA>    12400     12.40000 -10968.25859   3822.61569 -14790.87429    294.67336
DYNA>    12480     12.48000 -10966.28696   3716.79038 -14683.07734    286.51563
DYNA>    12560     12.56000 -10967.01676   3802.27663 -14769.29340    293.10549
DYNA>    12640     12.64000 -10964.52961   3746.21919 -14710.74880    288.78420
DYNA>    12720     12.72000 -10967.91116   3790.80243 -14758.71359    292.22098
DYNA>    12800     12.80000 -10965.54882   3819.63736 -14785.18618    294.44377
DYNA>    12880     12.88000 -10966.00010   3771.63960 -14737.63970    290.74378
DYNA>    12960     12.96000 -10967.60202   3732.65241 -14700.25443    287.73838
DYNA>    13040     13.04000 -10967.05710   3777.11230 -14744.16941    291.16565
DYNA>    13120     13.12000 -10967.82120   3781.82709 -14749.64829    291.52910
DYNA>    13200     13.20000 -10966.68908   3773.89025 -14740.57932    290.91727
DYNA>    13280     13.28000 -10967.42036   3791.14673 -14758.56709    292.24752
DYNA>    13360     13.36000 -10966.77697   3788.57305 -14755.35002    292.04912
DYNA>    13440     13.44000 -10970.01988   3761.96524 -14731.98512    289.99801
DYNA>    13520     13.52000 -10965.41070   3779.47985 -14744.89055    291.34816
DYNA>    13600     13.60000 -10970.05365   3774.93318 -14744.98684    290.99767
DYNA>    13680     13.68000 -10966.36952   3724.54084 -14690.91036    287.11308
DYNA>    13760     13.76000 -10972.84417   3793.25014 -14766.09431    292.40967
DYNA>    13840     13.84000 -10965.91602   3751.69796 -14717.61398    289.20654
DYNA>    13920     13.92000 -10970.23122   3839.69384 -14809.92507    295.98986
DYNA>    14000     14.00000 -10965.81322   3786.95316 -14752.76638    291.92425
DYNA>    14080     14.08000 -10968.38050   3842.88311 -14811.26361    296.23572
DYNA>    14160     14.16000 -10968.76694   3840.05279 -14808.81974    296.01753
DYNA>    14240     14.24000 -10965.96692   3738.94270 -14704.90962    288.22328
DYNA>    14320     14.32000 -10969.86405   3780.74142 -14750.60547    291.44541
DYNA>    14400     14.40000 -10966.74893   3819.71359 -14786.46252    294.44965
DYNA>    14480     14.48000 -10967.99873   3766.65050 -14734.64923    290.35918
DYNA>    14560     14.56000 -10968.10697   3744.30894 -14712.41591    288.63694
DYNA>    14640     14.64000 -10969.95586   3768.09328 -14738.04914    290.47040
DYNA>    14720     14.72000 -10968.26713   3760.06286 -14728.32998    289.85136
DYNA>    14800     14.80000 -10968.29661   3774.57617 -14742.87278    290.97015
DYNA>    14880     14.88000 -10969.43658   3807.97444 -14777.41102    293.54472
DYNA>    14960     14.96000 -10966.57355   3765.02395 -14731.59751    290.23380
DYNA>    15040     15.04000 -10967.93389   3823.89859 -14791.83249    294.77226
DYNA>    15120     15.12000 -10968.92379   3802.77294 -14771.69672    293.14375
DYNA>    15200     15.20000 -10971.29333   3797.40944 -14768.70277    292.73029
DYNA>    15280     15.28000 -10967.06281   3798.80269 -14765.86551    292.83770
